,Carrier,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
12178,American,6,20,5,17.6166666667,16.8333333333,20.7333333333,19.5833333333,187.0,165.0,145.0,69.0,47.0,1139,33.0,9.0,0,0,0.0,47.0,22.0,0.0,0.0
12179,Southwest,3,21,5,16.1166666667,16.0,17.0833333333,17.25,58.0,75.0,44.0,-10.0,7.0,238,2.0,12.0,0,0,,,,,
12180,American,7,14,1,7.06666666667,7.16666666667,11.1166666667,11.3333333333,123.0,130.0,105.0,-13.0,-6.0,813,9.0,9.0,0,0,,,,,
12181,American,12,26,5,8.9,8.91666666667,13.4333333333,13.5,152.0,155.0,129.0,-4.0,-1.0,1055,10.0,13.0,0,0,,,,,
12182,Southwest,12,13,6,14.9166666667,15.0,17.9333333333,18.4166666667,121.0,145.0,108.0,-29.0,-5.0,910,6.0,7.0,0,0,,,,,
12183,Southwest,5,6,2,8.31666666667,8.25,9.51666666667,9.41666666667,72.0,70.0,50.0,6.0,4.0,256,7.0,15.0,0,0,,,,,
12184,Southwest,12,9,2,8.01666666667,7.83333333333,9.63333333333,10.0,277.0,310.0,266.0,-22.0,11.0,1987,3.0,8.0,0,0,,,,,
12185,American,12,15,1,17.4833333333,17.4166666667,20.1,20.0833333333,157.0,160.0,134.0,1.0,4.0,802,8.0,15.0,0,0,,,,,
12186,American,3,21,5,10.9666666667,11.0,13.8666666667,14.0,114.0,120.0,92.0,-8.0,-2.0,732,12.0,10.0,0,0,,,,,
12187,American,7,23,3,17.9166666667,17.25,22.2666666667,21.5833333333,201.0,200.0,173.0,41.0,40.0,1302,10.0,18.0,0,0,0.0,0.0,23.0,0.0,18.0
12188,Southwest,3,24,1,8.95,9.08333333333,10.15,10.3333333333,72.0,75.0,56.0,-11.0,-8.0,328,4.0,12.0,0,0,,,,,
12189,American,8,14,4,12.7,12.75,14.7833333333,14.8333333333,245.0,245.0,223.0,-3.0,-3.0,1660,9.0,13.0,0,0,,,,,
12190,Southwest,11,4,2,17.3166666667,17.0,17.5666666667,17.0833333333,75.0,65.0,50.0,29.0,19.0,256,5.0,20.0,0,0,0.0,0.0,29.0,0.0,0.0
12191,Southwest,12,12,5,19.4166666667,19.4166666667,21.6666666667,21.8333333333,135.0,145.0,121.0,-10.0,0.0,762,5.0,9.0,0,0,,,,,
12192,Southwest,4,8,2,14.0,14.0833333333,14.9,15.0833333333,54.0,60.0,32.0,-11.0,-5.0,178,3.0,19.0,0,0,,,,,
12193,American,10,28,2,14.2666666667,14.3333333333,15.8,16.0833333333,92.0,105.0,78.0,-17.0,-4.0,551,3.0,11.0,0,0,,,,,
12194,Southwest,10,3,5,16.8,16.5833333333,19.2166666667,19.25,85.0,100.0,73.0,-2.0,13.0,550,6.0,6.0,0,0,,,,,
12195,Southwest,9,6,6,9.63333333333,9.58333333333,10.6,10.6666666667,58.0,65.0,43.0,-4.0,3.0,258,2.0,13.0,0,0,,,,,
12196,Southwest,10,31,5,18.7166666667,18.6666666667,23.7,23.6666666667,179.0,180.0,170.0,2.0,3.0,1333,3.0,6.0,0,0,,,,,
12197,American,1,20,7,13.2833333333,13.3333333333,14.1833333333,14.3333333333,54.0,60.0,32.0,-9.0,-3.0,175,13.0,9.0,0,0,,,,,
12198,American,3,9,7,9.73333333333,9.5,13.75,13.8333333333,181.0,200.0,163.0,-5.0,14.0,1389,3.0,15.0,0,0,,,,,
12199,American,11,7,5,12.4166666667,12.4166666667,14.0833333333,14.4166666667,100.0,120.0,84.0,-20.0,0.0,551,6.0,10.0,0,0,,,,,
12200,American,3,21,5,15.5666666667,13.5,20.25,15.9166666667,341.0,205.0,181.0,260.0,124.0,1197,57.0,103.0,0,0,0.0,0.0,209.0,0.0,51.0
12201,American,5,30,5,10.0833333333,10.1666666667,11.3833333333,11.25,78.0,65.0,50.0,8.0,-5.0,247,16.0,12.0,0,0,,,,,
12202,Southwest,12,17,3,6.21666666667,6.0,9.13333333333,9.33333333333,115.0,140.0,101.0,-12.0,13.0,895,5.0,9.0,0,0,,,,,
12203,Southwest,5,23,5,7.7,7.66666666667,11.1333333333,11.3333333333,146.0,160.0,137.0,-12.0,2.0,1121,3.0,6.0,0,0,,,,,
12204,Southwest,10,15,3,12.1166666667,12.1666666667,12.2,12.4166666667,65.0,75.0,52.0,-13.0,-3.0,365,3.0,10.0,0,0,,,,,
12205,Southwest,6,22,7,8.75,8.75,13.5,13.5833333333,165.0,170.0,148.0,-5.0,0.0,1210,3.0,14.0,0,0,,,,,
12206,Southwest,12,4,4,16.25,16.25,17.4166666667,17.75,70.0,90.0,49.0,-20.0,0.0,290,5.0,16.0,0,0,,,,,
12207,American,3,15,6,5.45,5.5,8.78333333333,8.83333333333,200.0,200.0,184.0,-3.0,-3.0,1258,5.0,11.0,0,0,,,,,
12208,Southwest,7,17,4,17.7166666667,17.5833333333,21.0,20.8333333333,137.0,135.0,125.0,10.0,8.0,848,7.0,5.0,0,0,,,,,
12209,Southwest,11,7,5,17.8833333333,16.0833333333,1.36666666667,23.75,269.0,280.0,259.0,97.0,108.0,2237,2.0,8.0,0,0,0.0,0.0,0.0,0.0,97.0
12210,American,4,21,1,6.55,6.58333333333,9.65,9.83333333333,126.0,135.0,114.0,-11.0,-2.0,929,3.0,9.0,0,0,,,,,
12211,American,2,18,1,8.56666666667,8.33333333333,12.7333333333,12.4166666667,190.0,185.0,151.0,19.0,14.0,1302,6.0,33.0,0,0,0.0,0.0,19.0,0.0,0.0
12212,Southwest,12,29,1,16.4833333333,16.1666666667,18.9666666667,19.0,149.0,170.0,138.0,-2.0,19.0,1142,3.0,8.0,0,0,,,,,
12213,American,11,26,3,19.05,19.1666666667,21.8,22.0833333333,105.0,115.0,93.0,-17.0,-7.0,733,4.0,8.0,0,0,,,,,
12214,American,2,5,2,22.9166666667,19.75,0.783333333333,21.5833333333,172.0,170.0,148.0,192.0,190.0,887,4.0,20.0,0,0,108.0,0.0,2.0,0.0,82.0
12215,Southwest,12,24,3,11.0333333333,11.0833333333,14.2833333333,14.3333333333,195.0,195.0,185.0,-3.0,-3.0,1137,3.0,7.0,0,0,,,,,
12216,Southwest,8,27,3,12.0333333333,12.0833333333,12.9666666667,13.0,56.0,55.0,44.0,-2.0,-3.0,237,2.0,10.0,0,0,,,,,
12217,American,7,9,3,8.71666666667,8.75,12.8833333333,13.0833333333,130.0,140.0,109.0,-12.0,-2.0,868,12.0,9.0,0,0,,,,,
12218,Southwest,3,16,7,13.1333333333,12.75,14.0833333333,13.75,57.0,60.0,40.0,20.0,23.0,223,11.0,6.0,0,0,9.0,0.0,0.0,0.0,11.0
12219,American,1,4,5,16.9166666667,16.25,0.983333333333,0.416666666667,304.0,310.0,283.0,34.0,40.0,2475,4.0,17.0,0,0,6.0,0.0,0.0,0.0,28.0
12220,American,2,1,5,21.3833333333,18.75,23.7166666667,21.0,200.0,195.0,181.0,163.0,158.0,1236,4.0,15.0,0,0,87.0,0.0,5.0,0.0,71.0
12221,Southwest,11,27,4,14.9666666667,15.0833333333,17.9666666667,18.5833333333,180.0,210.0,165.0,-37.0,-7.0,1204,4.0,11.0,0,0,,,,,
12222,Southwest,10,24,5,12.4166666667,12.4166666667,14.5333333333,15.0833333333,307.0,340.0,294.0,-33.0,0.0,2237,4.0,9.0,0,0,,,,,
12223,Southwest,1,3,4,14.15,13.75,15.1666666667,14.8333333333,61.0,65.0,50.0,20.0,24.0,296,5.0,6.0,0,0,6.0,0.0,0.0,0.0,14.0
12224,Southwest,12,10,3,19.0833333333,17.5833333333,20.6,19.1666666667,91.0,95.0,81.0,86.0,90.0,546,4.0,6.0,0,0,66.0,0.0,0.0,0.0,20.0
12225,American,4,4,5,18.7166666667,18.25,22.1833333333,21.5,148.0,135.0,130.0,41.0,28.0,929,5.0,13.0,0,0,10.0,0.0,13.0,0.0,18.0
12226,Southwest,6,10,2,15.0,15.0833333333,16.15,16.25,69.0,70.0,53.0,-6.0,-5.0,314,4.0,12.0,0,0,,,,,
12227,American,5,21,3,11.3333333333,11.4166666667,12.5666666667,12.75,74.0,80.0,48.0,-11.0,-5.0,334,5.0,21.0,0,0,,,,,
12228,American,7,13,7,11.8833333333,11.9166666667,13.15,13.3333333333,76.0,85.0,59.0,-11.0,-2.0,403,6.0,11.0,0,0,,,,,
12229,American,10,25,6,6.88333333333,7.0,8.23333333333,8.41666666667,141.0,145.0,117.0,-11.0,-7.0,733,8.0,16.0,0,0,,,,,
12230,American,2,29,5,10.1833333333,9.91666666667,12.1,11.8333333333,115.0,115.0,89.0,16.0,16.0,585,4.0,22.0,0,0,0.0,0.0,5.0,0.0,11.0
12231,American,10,12,7,20.6,20.6666666667,23.8833333333,23.9166666667,137.0,135.0,119.0,-2.0,-4.0,927,4.0,14.0,0,0,,,,,
12232,American,4,24,4,21.8,21.0833333333,22.9,22.0833333333,66.0,60.0,41.0,49.0,43.0,193,5.0,20.0,0,0,43.0,0.0,6.0,0.0,0.0
12233,American,11,19,3,6.73333333333,6.75,12.7,12.75,238.0,240.0,203.0,-3.0,-1.0,1726,6.0,29.0,0,0,,,,,
12234,American,10,4,6,21.7,21.75,5.73333333333,5.83333333333,302.0,305.0,286.0,-6.0,-3.0,2504,8.0,8.0,0,0,,,,,
12235,Southwest,9,15,1,21.4666666667,21.5833333333,22.2166666667,22.5,45.0,55.0,33.0,-17.0,-7.0,197,4.0,8.0,0,0,,,,,
12236,American,8,18,1,17.1333333333,17.1666666667,19.3833333333,19.6666666667,315.0,330.0,295.0,-17.0,-2.0,2486,4.0,16.0,0,0,,,,,
12237,Southwest,2,6,3,,18.5833333333,,20.6666666667,,65.0,,,,271,,,1,0,,,,,
12238,American,4,16,3,15.1,14.4166666667,18.25,17.25,249.0,230.0,183.0,60.0,41.0,1389,11.0,55.0,0,0,8.0,0.0,19.0,0.0,33.0
12239,American,5,29,4,11.2,11.3333333333,12.3666666667,12.5,190.0,190.0,166.0,-8.0,-8.0,1205,8.0,16.0,0,0,,,,,
12240,American,9,13,6,9.86666666667,9.83333333333,15.1,15.1666666667,194.0,200.0,180.0,-4.0,2.0,1570,6.0,8.0,0,0,,,,,
12241,Southwest,3,7,5,19.2333333333,18.4166666667,21.5,20.8333333333,136.0,145.0,121.0,40.0,49.0,866,3.0,12.0,0,0,3.0,0.0,0.0,0.0,37.0
12242,American,3,30,7,5.95,6.0,9.43333333333,8.58333333333,269.0,215.0,197.0,51.0,-3.0,1217,13.0,59.0,0,0,0.0,0.0,51.0,0.0,0.0
12243,Southwest,5,21,3,8.95,8.83333333333,11.5166666667,11.5833333333,154.0,165.0,141.0,-4.0,7.0,1073,3.0,10.0,0,0,,,,,
12244,American,7,30,3,7.31666666667,7.41666666667,8.6,8.83333333333,77.0,85.0,55.0,-14.0,-6.0,342,3.0,19.0,0,0,,,,,
12245,American,11,23,7,8.93333333333,9.0,17.6,17.1666666667,340.0,310.0,311.0,26.0,-4.0,2454,8.0,21.0,0,0,0.0,0.0,26.0,0.0,0.0
12246,Southwest,6,16,1,19.25,18.4166666667,0.933333333333,0.583333333333,221.0,250.0,202.0,21.0,50.0,1855,9.0,10.0,0,0,0.0,0.0,0.0,0.0,21.0
12247,Southwest,8,30,6,18.45,18.4166666667,19.1833333333,19.3333333333,104.0,115.0,89.0,-9.0,2.0,590,7.0,8.0,0,0,,,,,
12248,Southwest,3,1,6,10.3833333333,10.3333333333,11.2166666667,11.1666666667,50.0,50.0,35.0,3.0,3.0,189,6.0,9.0,0,0,,,,,
12249,Southwest,9,2,2,18.2333333333,18.25,19.2666666667,19.4166666667,62.0,70.0,52.0,-9.0,-1.0,358,2.0,8.0,0,0,,,,,
12250,Southwest,10,26,7,15.3833333333,15.4166666667,16.3833333333,16.75,60.0,80.0,46.0,-22.0,-2.0,267,6.0,8.0,0,0,,,,,
12251,Southwest,6,9,1,14.9333333333,14.75,15.9166666667,15.75,239.0,240.0,225.0,10.0,11.0,1624,5.0,9.0,0,0,,,,,
12252,American,10,15,3,9.83333333333,10.0,10.8833333333,11.0,123.0,120.0,96.0,-7.0,-10.0,612,6.0,21.0,0,0,,,,,
12253,Southwest,9,17,3,19.3333333333,19.1666666667,21.0,20.9166666667,160.0,165.0,148.0,5.0,10.0,989,3.0,9.0,0,0,,,,,
12254,Southwest,6,18,3,18.6833333333,18.5833333333,21.0333333333,21.0,81.0,85.0,67.0,2.0,6.0,443,4.0,10.0,0,0,,,,,
12255,Southwest,1,28,1,19.8833333333,19.5833333333,22.2,21.8333333333,199.0,195.0,179.0,22.0,18.0,1180,4.0,16.0,0,0,0.0,0.0,4.0,0.0,18.0
12256,American,1,27,7,22.6,21.9166666667,1.01666666667,23.6666666667,265.0,225.0,225.0,81.0,41.0,1515,7.0,33.0,0,0,0.0,0.0,81.0,0.0,0.0
12257,American,5,9,5,20.45,20.3333333333,21.35,21.25,54.0,55.0,37.0,6.0,7.0,190,5.0,12.0,0,0,,,,,
12258,Southwest,12,29,1,21.4333333333,20.25,22.5166666667,21.25,65.0,60.0,47.0,76.0,71.0,223,2.0,16.0,0,0,13.0,0.0,5.0,0.0,58.0
12259,Southwest,11,18,2,15.7166666667,15.75,17.75,18.5,302.0,345.0,277.0,-45.0,-2.0,2176,14.0,11.0,0,0,,,,,
12260,Southwest,5,9,5,8.98333333333,9.0,10.6666666667,10.6666666667,161.0,160.0,143.0,0.0,-1.0,928,4.0,14.0,0,0,,,,,
12261,American,10,16,4,17.0833333333,17.1666666667,19.6,19.8333333333,91.0,100.0,74.0,-14.0,-5.0,551,11.0,6.0,0,0,,,,,
12262,American,5,9,5,7.13333333333,7.25,8.85,8.91666666667,163.0,160.0,143.0,-4.0,-7.0,929,7.0,13.0,0,0,,,,,
12263,Southwest,4,6,7,8.83333333333,8.83333333333,10.2666666667,10.3333333333,86.0,90.0,64.0,-4.0,0.0,414,3.0,19.0,0,0,,,,,
12264,Southwest,1,2,3,22.6333333333,21.4166666667,0.516666666667,23.4166666667,53.0,60.0,40.0,66.0,73.0,229,5.0,8.0,0,0,47.0,0.0,0.0,0.0,19.0
12265,Southwest,5,18,7,6.5,6.58333333333,8.06666666667,8.33333333333,94.0,105.0,79.0,-16.0,-5.0,605,4.0,11.0,0,0,,,,,
12266,American,9,15,1,20.6,20.6666666667,20.9166666667,21.0833333333,139.0,145.0,125.0,-10.0,-4.0,868,3.0,11.0,0,0,,,,,
12267,American,9,19,5,11.8333333333,11.9166666667,13.0333333333,13.25,72.0,80.0,55.0,-13.0,-5.0,334,4.0,13.0,0,0,,,,,
12268,American,2,13,3,16.15,16.25,21.3333333333,21.1666666667,191.0,175.0,143.0,10.0,-6.0,1171,33.0,15.0,0,0,,,,,
12269,American,6,25,3,0.0666666666667,22.3333333333,0.183333333333,22.4166666667,127.0,125.0,106.0,106.0,104.0,813,5.0,16.0,0,0,0.0,104.0,2.0,0.0,0.0
12270,Southwest,1,21,1,,8.33333333333,,10.0,,100.0,,,,507,,,1,0,,,,,
12271,Southwest,1,23,3,11.0166666667,11.0833333333,12.0833333333,12.0833333333,64.0,60.0,54.0,0.0,-4.0,296,2.0,8.0,0,0,,,,,
12272,American,7,5,6,6.23333333333,6.33333333333,8.8,9.0,154.0,160.0,140.0,-12.0,-6.0,1041,5.0,9.0,0,0,,,,,
12273,Southwest,11,23,7,9.65,9.66666666667,10.65,10.8333333333,60.0,70.0,50.0,-11.0,-1.0,220,3.0,7.0,0,0,,,,,
12274,Southwest,8,23,6,12.8333333333,12.6666666667,15.0333333333,14.9166666667,132.0,135.0,118.0,7.0,10.0,842,4.0,10.0,0,0,,,,,
12275,Southwest,1,29,2,13.1666666667,13.25,14.2,14.1666666667,62.0,55.0,37.0,2.0,-5.0,223,4.0,21.0,0,0,,,,,
12276,American,5,2,5,17.2333333333,16.5833333333,18.35,17.75,67.0,70.0,39.0,36.0,39.0,224,17.0,11.0,0,0,0.0,0.0,1.0,0.0,35.0
12277,Southwest,6,10,2,14.05,14.0,15.0833333333,15.0833333333,62.0,65.0,48.0,0.0,3.0,223,2.0,12.0,0,0,,,,,
12278,American,2,12,2,18.8666666667,17.9166666667,21.7333333333,20.3333333333,232.0,205.0,160.0,84.0,57.0,1197,9.0,63.0,0,0,0.0,0.0,31.0,0.0,53.0
12279,American,6,6,5,6.83333333333,6.91666666667,9.88333333333,9.83333333333,123.0,115.0,89.0,3.0,-5.0,606,13.0,21.0,0,0,,,,,
12280,American,2,2,6,11.0,10.8333333333,15.0166666667,15.25,181.0,205.0,163.0,-14.0,10.0,1440,9.0,9.0,0,0,,,,,
12281,American,10,20,1,14.15,14.0,18.3166666667,18.5,190.0,210.0,177.0,-11.0,9.0,1389,4.0,9.0,0,0,,,,,
12282,Southwest,11,10,1,11.7166666667,11.75,16.7666666667,16.9166666667,183.0,190.0,165.0,-9.0,-2.0,1390,7.0,11.0,0,0,,,,,
12283,American,10,17,5,8.76666666667,8.83333333333,10.7666666667,10.5833333333,180.0,165.0,151.0,11.0,-4.0,987,7.0,22.0,0,0,,,,,
12284,Southwest,2,27,3,6.58333333333,6.66666666667,8.91666666667,9.08333333333,80.0,85.0,65.0,-10.0,-5.0,487,5.0,10.0,0,0,,,,,
12285,American,9,6,6,10.25,10.3333333333,12.8,12.8333333333,273.0,270.0,249.0,-2.0,-5.0,1829,3.0,21.0,0,0,,,,,
12286,Southwest,5,9,5,20.3666666667,20.0,21.2333333333,20.9166666667,52.0,55.0,40.0,19.0,22.0,239,4.0,8.0,0,0,8.0,0.0,0.0,0.0,11.0
12287,American,9,17,3,12.45,12.4166666667,13.7666666667,13.8333333333,199.0,205.0,184.0,-4.0,2.0,1345,5.0,10.0,0,0,,,,,
12288,American,1,16,3,8.25,8.25,10.9333333333,10.8333333333,341.0,335.0,313.0,6.0,0.0,2342,6.0,22.0,0,0,,,,,
12289,Southwest,7,2,3,19.1,18.9166666667,19.8166666667,19.75,43.0,50.0,30.0,4.0,11.0,148,4.0,9.0,0,0,,,,,
12290,Southwest,7,24,4,12.0666666667,11.9166666667,13.25,13.1666666667,71.0,75.0,58.0,5.0,9.0,373,4.0,9.0,0,0,,,,,
12291,American,7,7,1,20.5,19.5833333333,22.0166666667,20.9166666667,151.0,140.0,94.0,66.0,55.0,678,4.0,53.0,0,0,0.0,0.0,11.0,0.0,55.0
12292,Southwest,7,29,2,12.55,11.5,14.0666666667,13.0,91.0,90.0,66.0,64.0,63.0,407,4.0,21.0,0,0,63.0,0.0,1.0,0.0,0.0
12293,Southwest,3,28,5,13.3166666667,13.3333333333,14.4166666667,14.4166666667,66.0,65.0,53.0,0.0,-1.0,304,3.0,10.0,0,0,,,,,
12294,American,8,5,2,21.9666666667,22.0,22.6666666667,22.8333333333,162.0,170.0,145.0,-10.0,-2.0,1171,4.0,13.0,0,0,,,,,
12295,American,12,11,4,16.9333333333,17.0,19.0166666667,19.5833333333,125.0,155.0,106.0,-34.0,-4.0,802,7.0,12.0,0,0,,,,,
12296,American,4,9,3,21.9,21.3333333333,23.2333333333,22.4166666667,200.0,185.0,187.0,49.0,34.0,1205,4.0,9.0,0,0,22.0,0.0,15.0,0.0,12.0
12297,American,7,12,6,15.3333333333,13.5833333333,19.6,18.0833333333,136.0,150.0,114.0,91.0,105.0,868,10.0,12.0,0,0,1.0,0.0,0.0,0.0,90.0
12298,American,7,21,1,12.85,12.9833333333,14.2166666667,14.65,142.0,160.0,127.0,-26.0,-8.0,887,3.0,12.0,0,0,,,,,
12299,American,3,9,7,18.75,18.0,19.9666666667,19.1666666667,193.0,190.0,167.0,48.0,45.0,1171,4.0,22.0,0,0,45.0,0.0,3.0,0.0,0.0
12300,Southwest,1,27,7,20.75,20.6666666667,21.7166666667,21.75,58.0,65.0,42.0,-2.0,5.0,236,6.0,10.0,0,0,,,,,
12301,Southwest,10,29,3,16.4333333333,16.4166666667,18.35,18.4166666667,115.0,120.0,103.0,-4.0,1.0,671,4.0,8.0,0,0,,,,,
12302,American,9,11,4,18.25,18.25,19.0666666667,19.1666666667,49.0,55.0,30.0,-6.0,0.0,190,7.0,12.0,0,0,,,,,
12303,Southwest,12,22,1,17.6333333333,17.0833333333,19.6833333333,19.0833333333,243.0,240.0,231.0,36.0,33.0,1521,6.0,6.0,0,0,0.0,17.0,3.0,0.0,16.0
12304,American,3,2,7,14.4666666667,14.5,17.2666666667,17.4166666667,108.0,115.0,88.0,-9.0,-2.0,606,7.0,13.0,0,0,,,,,
12305,American,3,20,4,11.65,11.6666666667,14.1333333333,14.25,149.0,155.0,136.0,-7.0,-1.0,978,5.0,8.0,0,0,,,,,
12306,American,10,21,2,11.4666666667,11.5,13.7666666667,14.0,258.0,270.0,238.0,-14.0,-2.0,1721,12.0,8.0,0,0,,,,,
12307,Southwest,6,17,2,11.0,11.0,13.0333333333,11.9166666667,122.0,55.0,108.0,67.0,0.0,239,3.0,11.0,0,0,0.0,0.0,67.0,0.0,0.0
12308,American,7,24,4,22.4,19.9166666667,23.5166666667,21.25,127.0,140.0,108.0,136.0,149.0,764,4.0,15.0,0,0,0.0,0.0,0.0,0.0,136.0
12309,American,12,2,2,21.0,21.0,22.0,22.0,60.0,60.0,38.0,0.0,0.0,193,10.0,12.0,0,0,,,,,
12310,American,4,16,3,20.1833333333,18.5,21.1666666667,19.6666666667,59.0,70.0,45.0,90.0,101.0,258,3.0,11.0,0,0,5.0,0.0,0.0,0.0,85.0
12311,American,2,24,7,5.88333333333,6.0,11.15,11.25,196.0,195.0,163.0,-6.0,-7.0,1431,21.0,12.0,0,0,,,,,
12312,Southwest,7,8,2,13.7833333333,13.25,16.5333333333,15.5,165.0,135.0,116.0,62.0,32.0,802,7.0,42.0,0,0,0.0,26.0,30.0,0.0,6.0
12313,Southwest,6,20,5,20.95,20.5833333333,22.2833333333,22.0,80.0,85.0,65.0,17.0,22.0,371,5.0,10.0,0,0,7.0,0.0,0.0,0.0,10.0
12314,Southwest,7,9,3,8.75,8.75,10.7,10.8333333333,117.0,125.0,102.0,-8.0,0.0,697,8.0,7.0,0,0,,,,,
12315,American,12,29,1,17.0333333333,17.0833333333,17.8666666667,18.0,50.0,55.0,33.0,-8.0,-3.0,175,4.0,13.0,0,0,,,,,
12316,American,7,26,6,10.8166666667,10.4166666667,14.4333333333,14.25,157.0,170.0,143.0,11.0,24.0,1172,5.0,9.0,0,0,,,,,
12317,Southwest,4,24,4,10.4833333333,10.5,13.2,13.25,103.0,105.0,86.0,-3.0,-1.0,611,5.0,12.0,0,0,,,,,
12318,Southwest,3,7,5,12.4333333333,11.9166666667,12.4833333333,12.0833333333,63.0,70.0,50.0,24.0,31.0,304,3.0,10.0,0,0,12.0,0.0,0.0,0.0,12.0
12319,Southwest,2,24,7,21.3666666667,20.0,22.3666666667,21.1666666667,60.0,70.0,52.0,72.0,82.0,283,3.0,5.0,0,0,2.0,0.0,0.0,0.0,70.0
12320,American,2,4,1,5.9,6.0,8.28333333333,8.5,143.0,150.0,124.0,-13.0,-6.0,920,7.0,12.0,0,0,,,,,
12321,Southwest,11,30,7,6.71666666667,6.75,9.45,9.75,104.0,120.0,91.0,-18.0,-2.0,651,4.0,9.0,0,0,,,,,
12322,American,3,23,7,9.75,9.91666666667,14.6333333333,14.75,173.0,170.0,152.0,-7.0,-10.0,1205,11.0,10.0,0,0,,,,,
12323,American,1,16,3,14.3333333333,14.3333333333,15.4,15.5,184.0,190.0,170.0,-6.0,0.0,1205,3.0,11.0,0,0,,,,,
12324,American,2,8,5,18.2666666667,17.75,19.4333333333,18.8333333333,130.0,125.0,107.0,36.0,31.0,641,7.0,16.0,0,0,11.0,0.0,5.0,0.0,20.0
12325,Southwest,10,11,6,8.93333333333,9.0,15.1166666667,15.6666666667,191.0,220.0,174.0,-33.0,-4.0,1591,7.0,10.0,0,0,,,,,
12326,American,9,12,5,6.98333333333,7.08333333333,8.48333333333,8.58333333333,90.0,90.0,68.0,-6.0,-6.0,460,7.0,15.0,0,0,,,,,
12327,American,11,9,7,6.75,6.91666666667,8.9,9.0,129.0,125.0,106.0,-6.0,-10.0,597,12.0,11.0,0,0,,,,,
12328,Southwest,6,27,5,19.1833333333,18.5833333333,22.25,19.6666666667,184.0,65.0,43.0,155.0,36.0,220,4.0,137.0,0,0,0.0,0.0,119.0,0.0,36.0
12329,Southwest,9,20,6,16.5833333333,16.5,16.6,16.5833333333,61.0,65.0,53.0,1.0,5.0,323,2.0,6.0,0,0,,,,,
12330,Southwest,9,11,4,19.9833333333,20.0833333333,23.6166666667,23.75,158.0,160.0,139.0,-8.0,-6.0,1024,8.0,11.0,0,0,,,,,
12331,American,5,31,6,16.7,16.25,17.7833333333,17.25,65.0,60.0,40.0,32.0,27.0,193,5.0,20.0,0,0,27.0,0.0,5.0,0.0,0.0
12332,Southwest,6,10,2,21.9333333333,20.5,22.3166666667,20.9166666667,83.0,85.0,64.0,84.0,86.0,443,5.0,14.0,0,0,4.0,0.0,0.0,0.0,80.0
12333,American,7,31,4,13.3,13.3333333333,15.5333333333,15.4166666667,314.0,305.0,281.0,7.0,-2.0,2217,8.0,25.0,0,0,,,,,
12334,American,11,1,6,15.0666666667,15.1666666667,16.0,16.1666666667,176.0,180.0,156.0,-10.0,-6.0,1171,7.0,13.0,0,0,,,,,
12335,Southwest,9,11,4,8.7,8.66666666667,10.0333333333,10.0,80.0,80.0,64.0,2.0,2.0,338,5.0,11.0,0,0,,,,,
12336,Southwest,3,16,7,11.5833333333,11.0,12.8333333333,12.3333333333,75.0,80.0,62.0,30.0,35.0,453,4.0,9.0,0,0,30.0,0.0,0.0,0.0,0.0
12337,American,6,4,3,17.6666666667,17.75,20.6166666667,20.5,237.0,225.0,213.0,7.0,-5.0,1471,15.0,9.0,0,0,,,,,
12338,American,9,5,5,8.1,8.16666666667,11.7333333333,11.8333333333,158.0,160.0,142.0,-6.0,-4.0,1118,5.0,11.0,0,0,,,,,
12339,American,6,11,3,6.01666666667,6.08333333333,9.43333333333,9.5,145.0,145.0,131.0,-4.0,-4.0,984,3.0,11.0,0,0,,,,,
12340,Southwest,5,10,6,15.9333333333,16.0,17.8,18.0,112.0,120.0,100.0,-12.0,-4.0,646,6.0,6.0,0,0,,,,,
12341,Southwest,7,20,7,20.0333333333,19.6666666667,23.0666666667,22.8333333333,122.0,130.0,108.0,14.0,22.0,765,4.0,10.0,0,0,,,,,
12342,Southwest,1,11,5,19.9666666667,20.0,20.9833333333,21.0833333333,61.0,65.0,53.0,-6.0,-2.0,308,3.0,5.0,0,0,,,,,
12343,Southwest,7,15,2,20.4833333333,20.4166666667,22.3,22.3333333333,109.0,115.0,97.0,-2.0,4.0,646,4.0,8.0,0,0,,,,,
12344,Southwest,12,13,6,11.25,11.0833333333,11.25,11.25,60.0,70.0,47.0,0.0,10.0,229,5.0,8.0,0,0,,,,,
12345,Southwest,4,30,3,9.51666666667,9.5,11.7833333333,12.0,76.0,90.0,62.0,-13.0,1.0,487,3.0,11.0,0,0,,,,,
12346,American,7,9,3,17.85,17.9166666667,19.8333333333,19.75,119.0,110.0,89.0,5.0,-4.0,583,17.0,13.0,0,0,,,,,
12347,Southwest,10,17,5,8.41666666667,8.33333333333,9.53333333333,9.58333333333,67.0,75.0,55.0,-3.0,5.0,367,3.0,9.0,0,0,,,,,
12348,American,4,23,3,0.516666666667,0.583333333333,5.66666666667,5.91666666667,189.0,200.0,174.0,-15.0,-4.0,1515,4.0,11.0,0,0,,,,,
12349,American,2,7,4,20.2666666667,20.1666666667,22.6666666667,22.5,144.0,140.0,111.0,10.0,6.0,837,5.0,28.0,0,0,,,,,
